Código;NOMBRE;"Agua
%";"Kcal.
Energía";"g
Proteina";"g
Grasa Total";"g
Carbo-hidratos";"g
Fibra Diet.
total";"g
Ceniza";"mg
Calcio";"mg
Fosforo";"mg
Hierro";"mg
Tiamina";"mg
Riboflavina";"mg
Niacina";"mg
Vit. C";"mcg
Vit. A Equiv.
Retinol";"g
Ác. grasos
mono-insat.";"g
Ác. grasos
poli-insat.";"g
Ác. Grasos
saturados";"mg
Colesterol";"mg
Potasio";"mg
Sodio";"mg
Zinc";"mg
Magnesio";"mg
Vit. B6";"mcg
Vit. B12";"mcg
Ac. Fólico";"mcg
Folato
Equiv. FD";"%
Fracción
Comestible"
20052;SOPA DESHIDRATADA, VEGETALES Y RES;4.64;344;18.91;7.20;51.74;1.80;17.50;84;236;5.51;0.19;0.23;2.98;9;77;3.01;0.29;3.59;8;483;6460;1.75;151;0.34;2.00;0;51;1.00
17054;SUCHILES, PASTA;2.80;515;13.00;27.20;54.60;;2.40;81;233;10.70;0.05;0.23;3.36;0;;;;;;;;;;;;;;1.00
11156;SUCHINI COCIDO S/SAL, ESCURRIDO;94.74;16;0.64;0.05;3.93;1.40;0.64;13;40;0.35;0.04;0.04;0.43;5;56;0.00;0.02;0.01;0;253;3;0.18;22;0.08;0.00;0;17;1.00
11155;SUCHINI CRUDO;94.64;16;1.21;0.18;3.35;1.10;0.62;15;38;0.35;0.05;0.14;0.49;17;10;0.01;0.08;0.04;0;262;10;0.29;17;0.22;0.00;0;29;0.95
12137;TACACO;79.80;72;1.80;0.50;17.10;;0.80;19;46;0.50;0.04;0.10;0.81;22;;;;;;;;;;;;;;0.60
21125;TACO BELL, ENSALADA;67.32;170;6.69;9.17;15.10;3.00;1.71;95;103;1.77;0.15;0.11;1.50;;3;3.97;0.75;2.98;19;229;363;1.17;27;0.10;0.40;16;54;1.00
21122;TACO BELL, ORIGINAL, CON CARNE DE RES;55.91;236;10.79;13.48;17.95;3.60;1.87;79;178;1.88;0.09;0.19;1.92;;4;5.45;2.10;4.66;31;216;447;2.22;33;0.14;0.96;2;21;1.00
21124;TACO BELL, SUAVE, CON BISTEC;56.82;225;11.81;12.10;17.22;1.60;2.05;117;155;2.22;0.31;0.19;2.97;;1;3.94;3.48;3.37;31;183;551;2.15;21;0.09;0.96;22;52;1.00
21123;TACO BELL, SUAVE, CON CARNE DE POLLO;56.42;202;14.33;7.32;19.58;1.80;2.33;105;224;1.72;0.22;0.16;6.37;;1;2.83;1.05;2.61;37;237;606;0.79;22;0.15;0.37;30;69;1.00
21079;TACO REGULAR MEXICANO;58.40;216;12.08;12.02;15.63;;1.87;129;119;1.41;0.09;0.26;1.88;1;63;3.85;0.56;6.65;33;277;469;2.30;41;0.14;0.61;26;58;1.00
21080;TAMAL ASADO (COSTA RICA);45.70;217;2.80;0.90;49.50;;1.10;36;35;4.30;0.01;0.03;0.19;6;;;;;;;;;;;;;;1.00
21136;TAMAL COLORADO (GUATEMALA);;166;5.30;9.90;13.10;;0.80;33;76;1.00;0.11;0.07;1.30;9;42;3.87;2.98;2.87;15;94;35;0.55;9;0.25;0.10;7;;1.00
21081;TAMAL DE CERDO (GUATEMALA);77.70;110;2.50;5.20;13.30;;1.30;32;61;1.40;0.05;0.04;0.57;1;;;;;;;;;;;;;;1.00
21082;TAMAL DE CERDO C/ALMENDRAS (COSTA RICA);68.30;162;3.10;8.80;17.50;;2.30;20;66;2.20;0.05;0.07;0.69;6;;;;;;;;;;;;;;1.00
21137;TAMAL DE ELOTE (GUATEMALA);;128;1.99;3.31;23.00;0.00;0.68;11;63;0.56;0.09;0.07;0.73;10;190;1.40;1.20;0.64;0;2;39;0.00;0;0.00;0.00;0;;1.00
21083;TAMAL DE MAÍZ PILADO;79.40;91;2.90;2.60;13.90;;1.20;11;3;3.20;0.05;0.03;0.46;;;;;;;;;;;;;;;1.00
21138;TAMAL DE PAPA O PACHES (GUATEMALA);;94;2.86;4.88;10.71;1.21;0.71;22;40;0.79;0.08;0.04;1.51;14;16;1.86;0.86;1.49;8;338;10;0.42;19;0.19;0.02;11;;1.00
21085;TAMAL DE PICADILLO (HONDURAS);78.80;77;1.90;0.80;15.50;;3.00;73;45;3.00;0.03;0.04;0.30;3;;;;;;;;;;;;;;1.00
21084;TAMAL ESTILO NACATAMAL;76.10;122;3.70;6.30;12.70;;1.20;25;55;1.30;0.03;0.07;0.66;1;;;;;;;;;;;;;;1.00
21086;TAMAL TAYUYO (GUATEMALA);62.40;146;4.80;0.80;30.00;;2.00;68;116;2.20;0.13;0.05;0.73;0;;;;;;;;;;;;;;1.00
21139;TAMALITO DE CHIPILIN (GUATEMALA);;204;4.04;8.35;29.75;4.92;0.90;14;118;1.14;0.18;0.06;0.83;3;34;3.51;1.75;2.84;6;114;128;0.01;58;0.00;0.00;0;;1.00
14047;TAMALITO DE MAÍZ, SIMPLE (GUATEMALA);66.36;135;3.16;1.27;28.69;;0.52;81;580;;0.06;7.02;1.64;;;;;;;;;;;;;;;1.00
12138;TAMARINDO;31.40;239;2.80;0.60;62.50;5.10;2.70;74;113;2.80;0.43;0.15;1.94;4;2;0.18;0.06;0.27;0;628;28;0.10;92;0.07;0.00;0;14;0.34
11174;TAPIOCA PERLADA, SECA;10.99;358;0.19;0.02;88.69;0.90;0.11;20;7;1.58;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0;11;1;0.12;1;0.01;0.00;0;4;1.00
17062;TE DE HIERBAS (NO MANZANILLA), PREPARADO C/AGUA S/AZÚCAR;99.70;1;0.00;0.00;0.20;0.00;0.00;2;0;0.08;0.01;0.00;0.00;0;0;0.00;0.00;0.00;0;9;1;0.04;1;0.00;0.00;0;1;1.00
17086;TE DE MANZANILLA, PREPARADO C/AGUA S/AZÚCAR;99.70;1;0.00;0.00;0.20;0.00;0.00;2;0;0.08;0.01;0.00;0.00;0;1;0.00;0.00;0.00;0;9;1;0.04;1;0.00;0.00;0;1;1.00
17056;TE NEGRO INSTANTÁNEO, EN POLVO;5.09;315;20.21;0.00;58.66;8.50;16.04;118;239;2.26;0.00;0.99;10.80;0;0;0.00;0.00;0.00;0;6040;72;1.69;272;0.36;0.00;0;103;1.00
17057;TE NEGRO INSTANTÁNEO, PREPARADO C/AGUA S/AZÚCAR;99.62;1;0.06;0.00;0.17;0.00;0.15;3;1;0.01;0.00;0.00;0.03;0;0;0.00;0.00;0.00;0;18;2;0.01;1;0.00;0.00;0;0;1.00
17058;TE NEGRO, HOJAS SECAS;11.40;308;8.00;4.00;71.40;;5.20;400;300;11.90;0.08;0.73;6.50;5;;;;;;;;;;;;;;1.00
17059;TE NEGRO, HOJAS SECAS, PREPARADO C/AGUA S/AZÚCAR;99.70;1;0.00;0.00;0.30;0.00;0.00;0;1;0.02;0.00;0.01;0.00;0;0;0.00;0.00;0.00;0;37;3;0.02;3;0.00;0.00;0;5;1.00
17060;TISTE EN POLVO (EL SALVADOR);1.60;405;3.20;2.90;91.60;;0.70;42;133;3.70;0.05;0.07;0.85;;;;;;;;;;;;;;;1.00
17061;TISTE EN POLVO (GUATEMALA);2.00;416;8.30;5.90;82.40;;1.40;29;230;3.50;0.10;0.10;1.33;0;;;;;;;;;;;;;;1.00
11159;TOMATE DE ARBOL;85.90;50;2.20;0.90;10.30;;0.70;9;48;0.80;0.10;0.04;1.20;29;300;;;;;;;;;;;;;1.00
11157;TOMATE ROJO;93.80;21;0.80;0.30;4.60;1.20;0.50;7;24;0.60;0.06;0.05;0.70;23;42;0.05;0.14;0.05;0;237;5;0.17;;0.08;0.00;0;15;0.98
11158;TOMATE VERDE;93.60;21;1.20;0.20;4.60;1.10;0.40;6;20;0.60;0.06;0.04;0.40;18;32;0.03;0.08;0.03;0;204;13;0.07;;0.08;0.00;0;9;0.98
11161;TOMATE, JUGO ENLATADO S/SAL;93.90;17;0.76;0.05;4.24;0.40;1.05;10;18;0.43;0.05;0.03;0.67;18;23;0.01;0.02;0.01;0;229;10;0.15;11;0.11;0.00;0;20;1.00
11162;TOMATE, PASTA ENLATADA S/SAL;73.50;82;4.32;0.47;18.91;4.50;2.80;36;83;2.98;0.06;0.15;3.08;22;76;0.07;0.16;0.10;0;1014;98;0.63;42;0.22;0.00;0;12;1.00
11163;TOMATILLO (CHERRY);89.80;30;1.50;0.10;7.10;;;59;;6.00;0.12;0.06;1.00;85;500;0.01;0.04;0.01;0;207;8;0.11;11;0.05;0.00;9;;0.86
22024;TOMILLO, SECO;7.79;276;9.11;7.43;63.94;37.00;11.74;1890;201;123.60;0.51;0.40;4.94;50;190;0.47;1.19;2.73;0;814;55;6.18;220;0.55;0.00;0;274;1.00
12139;TORONJA BLANCA, FRUTA;90.48;33;0.69;0.10;8.41;1.10;0.33;12;8;0.06;0.04;0.02;0.27;33;2;0.01;0.02;0.01;0;148;0;0.07;9;0.04;0.00;0;10;0.49
12140;TORONJA BLANCA, JUGO NATURAL;90.00;39;0.50;0.10;9.20;0.10;0.20;9;15;0.20;0.04;0.02;0.20;38;2;0.01;0.02;0.01;0;162;1;0.05;12;0.04;0.00;0;10;1.00
12160;TORONJA ROSADA, FRUTA;88.06;42;0.77;0.14;10.66;1.60;0.36;22;18;0.08;0.04;0.03;0.20;31;58;0.02;0.04;0.02;0;135;0;0.07;9;0.05;0.00;0;13;0.51
12161;TORONJA ROSADA, JUGO NATURAL;90.00;39;0.50;0.10;9.20;;0.20;9;15;0.20;0.04;0.02;0.20;38;22;0.01;0.02;0.01;0;162;1;0.05;12;0.04;0.00;0;10;1.00
12142;TORONJA, JUGO ENVASADO C/AZÚCAR;87.38;46;0.58;0.09;11.13;0.10;0.82;8;11;0.36;0.04;0.02;0.32;27;0;0.01;0.02;0.01;0;162;2;0.06;10;0.02;0.00;0;10;1.00
12141;TORONJA, JUGO ENVASADO S/AZÚCAR;90.10;38;0.52;0.10;8.96;0.10;0.32;7;11;0.20;0.04;0.02;0.23;29;0;0.01;0.02;0.01;0;153;1;0.09;10;0.02;0.00;0;10;1.00
14057;TORTILLA DE MAICILLO, C/CAL;48.80;194;5.00;1.50;43.80;;0.90;100;187;3.10;0.08;0.06;1.26;0;;;;;;;;;;;;;;1.00
14048;TORTILLA DE MAÍZ AMARILLO, C/CAL;47.80;206;5.60;1.30;44.50;4.47;0.80;158;122;2.50;0.12;0.05;1.02;;20;0.50;0.90;0.20;0;;;;;;;;;1.00
14049;TORTILLA DE MAÍZ AMARILLO, C/CAL Y CENIZA;42.70;237;4.80;4.40;46.40;;1.80;97;182;3.60;0.08;0.09;0.95;0;;;;;;;;;;;;;;1.00
14050;TORTILLA DE MAÍZ AMARILLO, C/CENIZA;48.60;202;3.60;1.60;44.40;;1.80;34;152;3.60;0.07;0.06;0.76;0;;;;;;;;;;;;;;1.00
14051;TORTILLA DE MAÍZ AMARILLO, PILADO;64.70;131;2.70;0.60;31.90;;0.10;26;17;1.00;0.03;0.02;0.26;;;;;;;;;;;;;;;1.00
14052;TORTILLA DE MAÍZ BLANCO, C/CAL;47.80;204;5.40;1.00;44.90;4.47;0.80;124;123;0.20;0.10;0.04;1.02;;2;0.40;0.80;0.10;0;;;;;;;;;1.00
14053;TORTILLA DE MAÍZ BLANCO, C/CAL Y CENIZA;53.90;197;4.20;4.40;37.00;;0.60;198;111;4.00;0.04;0.04;0.48;0;;;;;;;;;;;;;;1.00
14054;TORTILLA DE MAÍZ BLANCO, C/CENIZA;51.60;193;3.30;1.20;43.20;;0.70;16;146;4.80;0.04;0.04;0.48;0;;;;;;;;;;;;;;1.00
14074;TORTILLA DE MAÍZ BLANCO, COSTA RICA, CASERA;50.00;175;4.80;0.70;43.80;6.50;0.70;;;;;;;;;;;;;;;;;;;;;1.00
14075;TORTILLA DE MAÍZ BLANCO, COSTA RICA, INDUSTRIAL;45.20;193;5.10;1.10;47.70;7.00;0.90;;;;;;;;;;;;;;;;;;;;;1.00
14055;TORTILLA DE MAÍZ BLANCO, PILADO;58.20;167;3.10;0.80;37.60;;0.30;39;30;2.00;0.05;0.03;0.48;;;;;;;;;;;;;;;1.00
14056;TORTILLA DE MAÍZ NEGRO, C/CAL;37.40;263;3.90;4.70;52.90;4.47;1.10;125;192;2.60;0.22;0.07;1.11;0;0;0.80;1.40;0.30;0;;;;;;;;;1.00
14068;TORTILLA DE MAÍZ, LISTA PARA FREIR U HORNEAR;45.89;218;5.70;2.85;44.64;6.30;0.93;81;314;1.23;0.09;0.06;1.50;0;0;0.69;1.42;0.45;0;186;45;1.31;72;0.22;0.00;0;5;1.00
14058;TORTILLA DE TRIGO, LISTA PARA FREIR U HORNEAR;30.22;312;8.29;7.75;51.35;3.10;2.39;129;124;3.34;0.54;0.27;3.57;0;0;3.89;1.58;1.89;0;155;636;0.54;22;0.05;0.00;92;168;1.00
14069;TORTILLA HORNEADA LISTA PARA TACO;6.00;468;7.20;22.60;62.40;7.50;1.80;160;248;2.50;0.23;0.05;1.35;0;0;8.93;8.49;3.24;0;179;367;1.40;105;0.30;0.00;125;219;1.00
21140;TORTITAS DE CARNE (GUATEMALA);;264;19.60;18.57;3.44;;;18;228;3.91;0.11;0.23;4.54;9;67;;;;;;;;;;;;;1.00
21088;TOSTADA DE AGUACATE C/CHILE Y QUESO;72.51;138;4.78;8.91;12.27;;1.53;162;89;0.62;0.05;0.22;0.76;1;80;3.25;1.17;3.78;15;249;306;1.56;28;0.10;0.38;2;45;1.00
21141;TOSTADA DE FRIJOL (GUATEMALA);;171;5.41;8.44;21.07;1.59;0.90;70;105;1.23;0.10;0.04;0.59;0;3;5.02;0.76;1.80;0;238;1;0.41;29;0.09;0.00;75;;1.00
21087;TOSTADA DE FRIJOL Y QUESO;66.24;155;6.67;6.85;18.42;;1.83;146;81;1.31;0.07;0.23;0.92;1;31;2.12;0.52;3.73;21;280;377;1.32;41;0.11;0.48;0;30;1.00
21142;TOSTADA DE GUACAMOLE (GUATEMALA);;96;2.13;4.84;12.30;2.43;0.58;63;48;0.34;0.05;0.05;0.65;3;8;2.61;0.71;0.66;0;159;3;0.11;10;0.08;0.00;16;;1.00
21143;TOSTADA DE SALSA (GUATEMALA);;142;2.26;8.83;14.49;1.64;0.54;56;51;0.31;0.05;0.04;0.54;8;26;5.22;0.89;1.96;0;77;33;0.03;4;0.03;0.00;6;;1.00
21089;TOSTADAS A LA FRANCESA, CON LECHE;54.70;229;7.70;10.80;25.00;;1.80;100;117;1.67;0.20;0.32;1.63;0;124;4.52;2.59;2.72;116;134;479;0.67;17;0.07;0.31;20;57;1.00
14059;TOTOPOSTE DULCE, C/HUEVO;2.80;452;6.20;16.40;69.90;;4.70;399;480;10.20;0.10;0.15;0.80;;;;;;;;;;;;;;;1.00
14060;TOTOPOSTE DULCE, C/QUESO;8.60;368;20.60;2.90;65.00;;2.90;27;186;6.20;0.08;0.15;1.69;;;;;;;;;;;;;;;1.00
14061;TOTOPOSTE SIMPLE, C/HUEVO;8.00;362;11.60;2.60;73.00;;4.70;132;274;6.20;0.02;0.10;2.37;;;;;;;;;;;;;;;1.00
14062;TOTOPOSTE SIMPLE, C/QUESO;7.50;392;16.70;7.90;63.50;;4.40;462;439;6.50;0.15;0.38;1.30;;;;;;;;;;;;;;;1.00
13080;TRIGO GRANO DURO;13.10;327;12.61;1.54;71.18;12.20;1.57;29;288;3.19;0.38;0.12;5.46;0;0;0.20;0.63;0.27;0;363;2;2.65;126;0.30;0.00;0;38;1.00
13079;TRIGO GRANO SUAVE;12.17;331;10.35;1.56;74.24;12.50;1.68;27;493;3.21;0.39;0.10;4.80;0;0;0.18;0.66;0.29;0;397;2;2.63;126;0.27;0.00;0;41;1.00
13087;TRIGO, GERMEN DE, CRUDO;11.12;360;23.15;9.72;51.80;13.20;4.21;39;842;6.26;1.88;0.50;6.81;0;0;1.37;6.01;1.66;0;892;12;12.29;239;1.30;0.00;0;281;1.00
13081;TRIGOR O BULGUR, CRUDO;9.00;342;12.29;1.33;75.87;18.30;1.51;35;300;2.46;0.23;0.12;5.11;0;0;0.17;0.54;0.23;0;410;17;1.93;164;0.34;0.00;0;27;1.00
12143;TUNA/NOPAL;81.40;67;1.10;0.40;16.60;3.60;0.50;57;32;1.20;0.01;0.02;0.30;18;2;0.08;0.21;0.07;0;220;5;0.12;;0.06;0.00;0;6;0.71
12148;UVA DE LA PLAYA;79.10;73;1.40;0.30;18.20;;1.00;54;33;1.20;0.03;0.03;0.60;17;;;;;;;;;;;;;;0.75
12149;UVA SILVESTRE;83.90;57;2.00;0.40;12.90;;0.80;62;41;2.20;0.04;0.04;1.20;6;;;;;;;;;;;;;;0.78
12144;UVA, FRUTA CRIOLLA;81.60;68;0.60;0.70;16.70;;0.40;12;15;0.90;0.05;0.04;0.50;3;2;0.02;0.13;0.19;0;185;2;0.05;;0.11;0.00;4;;0.78
12145;UVA, FRUTA IMPORTADA, TIPO AMERICANO;81.30;67;0.63;0.35;17.15;0.90;0.57;14;10;0.29;0.09;0.06;0.30;4;5;0.01;0.10;0.11;0;191;2;0.04;5;0.11;0.00;0;4;0.58
12147;UVA, FRUTA SECA O PASA;15.43;299;3.07;0.46;79.18;3.70;1.85;50;101;1.88;0.11;0.13;0.77;2;0;0.05;0.04;0.06;0;749;11;0.22;32;0.17;0.00;0;5;1.00
12146;UVA, JUGO ENVASADO S/AZÚCAR;84.12;61;0.56;0.08;14.96;0.10;0.29;9;11;0.24;0.03;0.04;0.26;0;0;0.00;0.02;0.03;0;132;3;0.05;10;0.06;0.00;0;3;1.00
22025;VAINILLA, EXTRACTO;52.58;288;0.06;0.06;12.65;0.00;0.26;11;6;0.12;0.01;0.09;0.43;0;0;0.01;0.00;0.01;0;148;9;0.11;12;0.03;0.00;0;0;1.00
11164;VEGETALES, JUGO ENLATADO;93.52;19;0.63;0.09;4.55;0.80;1.21;11;17;0.42;0.04;0.03;0.73;28;78;0.01;0.04;0.01;0;193;270;0.20;11;0.14;0.00;0;21;1.00
11165;VERDOLAGA;91.20;26;2.00;0.40;5.00;;1.40;79;32;3.60;0.02;0.10;0.50;23;66;;;;0;494;45;0.17;;0.07;0.00;0;12;0.52
20070;VINAGRE;93.81;21;0.00;0.00;0.93;0.00;0.17;7;8;0.20;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0;73;5;0.04;5;0.00;0.00;0;0;1.00
20081;VINAGRE DESTILADO;94.78;18;0.00;0.00;0.04;0.00;0.00;6;4;0.03;0.00;0.00;0.00;0;0;0.00;0.00;0.00;0;2;2;0.01;1;0.00;0.00;0;0;1.00
11168;YUCA O MANDIOCA, HARINA O ALMIDON;14.20;320;1.70;0.50;81.00;;2.60;148;104;5.40;0.08;0.07;1.60;14;;;;;;;;;;;;;;1.00
11166;YUCA O MANDIOCA, HOJAS Y PUNTAS;77.20;80;6.80;1.40;12.80;;1.80;206;86;2.00;0.12;0.27;1.70;290;;;;;;;;;;;;;;1.00
11167;YUCA O MANDIOCA, RAÍZ;59.68;160;1.36;0.28;38.06;1.80;0.62;16;27;0.27;0.09;0.05;0.85;21;1;0.08;0.05;0.07;0;271;14;0.34;21;0.09;0.00;0;27;1.00
12151;YUPLON/JOCOTE JUDIO;85.50;62;0.50;0.20;13.30;;0.50;27;25;2.50;0.04;0.02;0.26;50;;;;;;;;;;;;;;0.82
12150;YUYUGA/JUJUBE/AZUFAIFA;83.00;59;1.80;0.10;14.50;;0.60;26;27;0.80;0.02;0.04;0.90;66;;;;;;;;;;;;;;0.93
11169;ZANAHORIA C/CÁSCARA, CRUDA;88.29;41;0.93;0.24;9.58;2.80;0.97;33;35;0.30;0.07;0.06;0.98;6;841;0.01;0.12;0.04;0;320;69;0.24;12;0.14;0.00;0;19;0.89
11172;ZANAHORIA ENLATADA, SÓLIDOS;92.95;25;0.64;0.19;5.54;1.50;0.68;25;24;0.64;0.02;0.03;0.55;3;558;0.01;0.09;0.04;0;179;242;0.26;8;0.11;0.00;0;9;1.00
11171;ZANAHORIA S/CÁSCARA, COCIDA S/SAL, ESCURRIDA;90.17;35;0.76;0.18;8.22;3.00;0.67;30;30;0.34;0.07;0.04;0.64;4;860;0.01;0.11;0.04;0;235;58;0.20;10;0.15;0.00;0;14;1.00
11170;ZANAHORIA S/CÁSCARA, CRUDA;88.70;41;0.90;0.10;9.40;2.90;0.90;32;28;0.60;0.05;0.04;0.60;6;666;0.01;0.07;0.03;0;323;35;0.20;;0.15;0.00;14;;0.80
11173;ZANAHORIA, JUGO NATURAL;90.00;30;0.60;0.10;9.30;;;24;;0.50;0.09;0.06;0.40;9;1545;0.01;0.06;0.03;0;292;29;0.18;14;0.22;0.00;4;;1.00
11183;ZANAHORIAS PEQUEÑAS (BABY);90.35;35;0.64;0.13;8.24;1.80;0.63;32;28;0.89;0.03;0.04;0.56;8;690;0.01;0.06;0.02;0;237;78;0.17;10;0.10;0.00;0;33;1.00
12152;ZAPOTE/ZAPOTE MAMEY;65.60;121;1.70;0.40;31.10;2.60;1.20;40;28;1.00;0.01;0.02;2.00;22;21;;;;0;344;10;;;;0.00;;;0.63
12153;ZAPOTILLO/ZAPOTE AMARILLO;60.60;140;2.00;0.50;35.90;;1.00;20;42;1.00;0.02;0.02;3.13;43;;;;;;;;;;;;;;0.62
